parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,idx0,inst,j,pname,pstyle,ptype,usecol,x,y,zone
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:4_x:1125.00_y:2625.00_zone:1,none,factor,30.88423607118986,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,4,icstrtlayer1,d,gr,,1125.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:5_x:1375.00_y:2625.00_zone:1,none,factor,32.84228468171496,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,5,icstrtlayer1,d,gr,,1375.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:6_x:1625.00_y:2625.00_zone:1,none,factor,36.135276406161374,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,6,icstrtlayer1,d,gr,,1625.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:7_x:1875.00_y:2625.00_zone:1,none,factor,29.838977301333593,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,7,icstrtlayer1,d,gr,,1875.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:8_x:2125.00_y:2625.00_zone:1,none,factor,34.718102214728226,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,8,icstrtlayer1,d,gr,,2125.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:9_x:2375.00_y:2625.00_zone:1,none,factor,30.79444367166734,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,9,icstrtlayer1,d,gr,,2375.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:10_x:2625.00_y:2625.00_zone:1,none,factor,32.23447977546462,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,10,icstrtlayer1,d,gr,,2625.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:11_x:2875.00_y:2625.00_zone:1,none,factor,23.151961196382544,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,11,icstrtlayer1,d,gr,,2875.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:12_x:3125.00_y:2625.00_zone:1,none,factor,40.96508432852698,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,12,icstrtlayer1,d,gr,,3125.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:13_x:3375.00_y:2625.00_zone:1,none,factor,38.21926010945077,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,13,icstrtlayer1,d,gr,,3375.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:14_x:3625.00_y:2625.00_zone:1,none,factor,30.992694609299964,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,14,icstrtlayer1,d,gr,,3625.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:15_x:3875.00_y:2625.00_zone:1,none,factor,29.298596119385106,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,15,icstrtlayer1,d,gr,,3875.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:16_x:4125.00_y:2625.00_zone:1,none,factor,28.141270306903255,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,16,icstrtlayer1,d,gr,,4125.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:17_x:4375.00_y:2625.00_zone:1,none,factor,18.87916120851404,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,17,icstrtlayer1,d,gr,,4375.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:18_x:4625.00_y:2625.00_zone:1,none,factor,33.454820241934186,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,18,icstrtlayer1,d,gr,,4625.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:29_j:19_x:4875.00_y:2625.00_zone:1,none,factor,37.98149056586433,15.0,50.0,icstrtlayer1,1.0,0.0,1,29,,0,19,icstrtlayer1,d,gr,,4875.00,2625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:0_x:125.00_y:2375.00_zone:1,none,factor,31.96035110978149,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,0,icstrtlayer1,d,gr,,125.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:1_x:375.00_y:2375.00_zone:1,none,factor,35.71563257273763,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,1,icstrtlayer1,d,gr,,375.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:2_x:625.00_y:2375.00_zone:1,none,factor,47.817309521547685,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,2,icstrtlayer1,d,gr,,625.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:3_x:875.00_y:2375.00_zone:1,none,factor,36.5669999221508,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,3,icstrtlayer1,d,gr,,875.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:4_x:1125.00_y:2375.00_zone:1,none,factor,49.13257846212663,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,4,icstrtlayer1,d,gr,,1125.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:5_x:1375.00_y:2375.00_zone:1,none,factor,42.240270568739376,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,5,icstrtlayer1,d,gr,,1375.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:6_x:1625.00_y:2375.00_zone:1,none,factor,37.61672637521518,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,6,icstrtlayer1,d,gr,,1625.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:7_x:1875.00_y:2375.00_zone:1,none,factor,38.16242043694213,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,7,icstrtlayer1,d,gr,,1875.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:8_x:2125.00_y:2375.00_zone:1,none,factor,29.304272492222378,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,8,icstrtlayer1,d,gr,,2125.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:9_x:2375.00_y:2375.00_zone:1,none,factor,29.075051838886687,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,9,icstrtlayer1,d,gr,,2375.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:10_x:2625.00_y:2375.00_zone:1,none,factor,33.08143944296254,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,10,icstrtlayer1,d,gr,,2625.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:11_x:2875.00_y:2375.00_zone:1,none,factor,35.49267054118936,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,11,icstrtlayer1,d,gr,,2875.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:12_x:3125.00_y:2375.00_zone:1,none,factor,28.774823851124587,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,12,icstrtlayer1,d,gr,,3125.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:13_x:3375.00_y:2375.00_zone:1,none,factor,37.15285816443915,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,13,icstrtlayer1,d,gr,,3375.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:14_x:3625.00_y:2375.00_zone:1,none,factor,33.70193574643905,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,14,icstrtlayer1,d,gr,,3625.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:15_x:3875.00_y:2375.00_zone:1,none,factor,24.330062586982102,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,15,icstrtlayer1,d,gr,,3875.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:16_x:4125.00_y:2375.00_zone:1,none,factor,33.193914547409285,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,16,icstrtlayer1,d,gr,,4125.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:17_x:4375.00_y:2375.00_zone:1,none,factor,39.47565033533224,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,17,icstrtlayer1,d,gr,,4375.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:18_x:4625.00_y:2375.00_zone:1,none,factor,38.65496725743242,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,18,icstrtlayer1,d,gr,,4625.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:30_j:19_x:4875.00_y:2375.00_zone:1,none,factor,35.302512157983294,15.0,50.0,icstrtlayer1,1.0,0.0,1,30,,0,19,icstrtlayer1,d,gr,,4875.00,2375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:0_x:125.00_y:2125.00_zone:1,none,factor,32.89294515534593,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,0,icstrtlayer1,d,gr,,125.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:1_x:375.00_y:2125.00_zone:1,none,factor,26.158683206742246,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,1,icstrtlayer1,d,gr,,375.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:2_x:625.00_y:2125.00_zone:1,none,factor,36.65510487329961,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,2,icstrtlayer1,d,gr,,625.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:3_x:875.00_y:2125.00_zone:1,none,factor,34.359568616394036,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,3,icstrtlayer1,d,gr,,875.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:4_x:1125.00_y:2125.00_zone:1,none,factor,38.11382157846539,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,4,icstrtlayer1,d,gr,,1125.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:5_x:1375.00_y:2125.00_zone:1,none,factor,39.26957835487855,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,5,icstrtlayer1,d,gr,,1375.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:6_x:1625.00_y:2125.00_zone:1,none,factor,36.38766208451011,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,6,icstrtlayer1,d,gr,,1625.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:7_x:1875.00_y:2125.00_zone:1,none,factor,35.07798949899732,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,7,icstrtlayer1,d,gr,,1875.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:8_x:2125.00_y:2125.00_zone:1,none,factor,32.25467284548723,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,8,icstrtlayer1,d,gr,,2125.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:9_x:2375.00_y:2125.00_zone:1,none,factor,38.001215099252214,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,9,icstrtlayer1,d,gr,,2375.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:10_x:2625.00_y:2125.00_zone:1,none,factor,23.049737076548226,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,10,icstrtlayer1,d,gr,,2625.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:11_x:2875.00_y:2125.00_zone:1,none,factor,34.83808326080998,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,11,icstrtlayer1,d,gr,,2875.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:12_x:3125.00_y:2125.00_zone:1,none,factor,29.296771928304352,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,12,icstrtlayer1,d,gr,,3125.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:13_x:3375.00_y:2125.00_zone:1,none,factor,33.527396659767504,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,13,icstrtlayer1,d,gr,,3375.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:14_x:3625.00_y:2125.00_zone:1,none,factor,29.41735404408005,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,14,icstrtlayer1,d,gr,,3625.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:15_x:3875.00_y:2125.00_zone:1,none,factor,29.801912066375863,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,15,icstrtlayer1,d,gr,,3875.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:16_x:4125.00_y:2125.00_zone:1,none,factor,23.313406300477084,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,16,icstrtlayer1,d,gr,,4125.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:17_x:4375.00_y:2125.00_zone:1,none,factor,35.91979569768162,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,17,icstrtlayer1,d,gr,,4375.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:18_x:4625.00_y:2125.00_zone:1,none,factor,50.0,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,18,icstrtlayer1,d,gr,,4625.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:31_j:19_x:4875.00_y:2125.00_zone:1,none,factor,29.666772890619473,15.0,50.0,icstrtlayer1,1.0,0.0,1,31,,0,19,icstrtlayer1,d,gr,,4875.00,2125.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:1_x:375.00_y:1875.00_zone:1,none,factor,34.775333703353766,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,1,icstrtlayer1,d,gr,,375.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:2_x:625.00_y:1875.00_zone:1,none,factor,44.465479835709225,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,2,icstrtlayer1,d,gr,,625.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:3_x:875.00_y:1875.00_zone:1,none,factor,29.445990748692562,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,3,icstrtlayer1,d,gr,,875.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:4_x:1125.00_y:1875.00_zone:1,none,factor,34.82052303241274,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,4,icstrtlayer1,d,gr,,1125.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:5_x:1375.00_y:1875.00_zone:1,none,factor,31.909326493108498,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,5,icstrtlayer1,d,gr,,1375.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:6_x:1625.00_y:1875.00_zone:1,none,factor,30.918443871006886,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,6,icstrtlayer1,d,gr,,1625.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:7_x:1875.00_y:1875.00_zone:1,none,factor,39.35030123777505,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,7,icstrtlayer1,d,gr,,1875.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:8_x:2125.00_y:1875.00_zone:1,none,factor,27.418907681669193,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,8,icstrtlayer1,d,gr,,2125.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:9_x:2375.00_y:1875.00_zone:1,none,factor,33.98699496372763,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,9,icstrtlayer1,d,gr,,2375.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:10_x:2625.00_y:1875.00_zone:1,none,factor,41.0731645249273,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,10,icstrtlayer1,d,gr,,2625.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:11_x:2875.00_y:1875.00_zone:1,none,factor,32.89921150638972,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,11,icstrtlayer1,d,gr,,2875.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:12_x:3125.00_y:1875.00_zone:1,none,factor,34.16909018224538,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,12,icstrtlayer1,d,gr,,3125.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:13_x:3375.00_y:1875.00_zone:1,none,factor,28.42823112079486,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,13,icstrtlayer1,d,gr,,3375.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:14_x:3625.00_y:1875.00_zone:1,none,factor,40.63828821146237,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,14,icstrtlayer1,d,gr,,3625.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:15_x:3875.00_y:1875.00_zone:1,none,factor,45.3740163413074,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,15,icstrtlayer1,d,gr,,3875.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:16_x:4125.00_y:1875.00_zone:1,none,factor,29.93560296935432,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,16,icstrtlayer1,d,gr,,4125.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:17_x:4375.00_y:1875.00_zone:1,none,factor,34.73131845283826,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,17,icstrtlayer1,d,gr,,4375.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:18_x:4625.00_y:1875.00_zone:1,none,factor,38.35231585839372,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,18,icstrtlayer1,d,gr,,4625.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:32_j:19_x:4875.00_y:1875.00_zone:1,none,factor,27.783045294952192,15.0,50.0,icstrtlayer1,1.0,0.0,1,32,,0,19,icstrtlayer1,d,gr,,4875.00,1875.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:2_x:625.00_y:1625.00_zone:1,none,factor,45.99794168381179,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,2,icstrtlayer1,d,gr,,625.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:3_x:875.00_y:1625.00_zone:1,none,factor,39.80728339949972,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,3,icstrtlayer1,d,gr,,875.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:4_x:1125.00_y:1625.00_zone:1,none,factor,35.43850113207466,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,4,icstrtlayer1,d,gr,,1125.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:5_x:1375.00_y:1625.00_zone:1,none,factor,40.43136115078484,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,5,icstrtlayer1,d,gr,,1375.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:6_x:1625.00_y:1625.00_zone:1,none,factor,36.60295185382132,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,6,icstrtlayer1,d,gr,,1625.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:7_x:1875.00_y:1625.00_zone:1,none,factor,33.03094885543102,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,7,icstrtlayer1,d,gr,,1875.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:8_x:2125.00_y:1625.00_zone:1,none,factor,32.899813417367106,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,8,icstrtlayer1,d,gr,,2125.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:9_x:2375.00_y:1625.00_zone:1,none,factor,30.944616395625037,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,9,icstrtlayer1,d,gr,,2375.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:10_x:2625.00_y:1625.00_zone:1,none,factor,31.65173758207783,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,10,icstrtlayer1,d,gr,,2625.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:11_x:2875.00_y:1625.00_zone:1,none,factor,37.21023393387672,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,11,icstrtlayer1,d,gr,,2875.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:12_x:3125.00_y:1625.00_zone:1,none,factor,43.95041270474056,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,12,icstrtlayer1,d,gr,,3125.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:13_x:3375.00_y:1625.00_zone:1,none,factor,38.47812670403197,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,13,icstrtlayer1,d,gr,,3375.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:14_x:3625.00_y:1625.00_zone:1,none,factor,28.54400335238858,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,14,icstrtlayer1,d,gr,,3625.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:15_x:3875.00_y:1625.00_zone:1,none,factor,28.54143671197508,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,15,icstrtlayer1,d,gr,,3875.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:16_x:4125.00_y:1625.00_zone:1,none,factor,31.207819792668932,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,16,icstrtlayer1,d,gr,,4125.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:17_x:4375.00_y:1625.00_zone:1,none,factor,33.564726745495165,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,17,icstrtlayer1,d,gr,,4375.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:18_x:4625.00_y:1625.00_zone:1,none,factor,31.972418147483662,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,18,icstrtlayer1,d,gr,,4625.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:33_j:19_x:4875.00_y:1625.00_zone:1,none,factor,39.1712959038701,15.0,50.0,icstrtlayer1,1.0,0.0,1,33,,0,19,icstrtlayer1,d,gr,,4875.00,1625.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:3_x:875.00_y:1375.00_zone:1,none,factor,41.45352855910742,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,3,icstrtlayer1,d,gr,,875.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:4_x:1125.00_y:1375.00_zone:1,none,factor,33.722135425537296,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,4,icstrtlayer1,d,gr,,1125.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:5_x:1375.00_y:1375.00_zone:1,none,factor,38.483900141424925,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,5,icstrtlayer1,d,gr,,1375.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:6_x:1625.00_y:1375.00_zone:1,none,factor,31.996030564259556,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,6,icstrtlayer1,d,gr,,1625.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:7_x:1875.00_y:1375.00_zone:1,none,factor,20.559458385175006,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,7,icstrtlayer1,d,gr,,1875.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:8_x:2125.00_y:1375.00_zone:1,none,factor,34.66806465279734,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,8,icstrtlayer1,d,gr,,2125.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:9_x:2375.00_y:1375.00_zone:1,none,factor,35.70489489144259,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,9,icstrtlayer1,d,gr,,2375.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:10_x:2625.00_y:1375.00_zone:1,none,factor,25.779164134049978,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,10,icstrtlayer1,d,gr,,2625.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:11_x:2875.00_y:1375.00_zone:1,none,factor,36.96571765425772,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,11,icstrtlayer1,d,gr,,2875.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:12_x:3125.00_y:1375.00_zone:1,none,factor,27.932328479344307,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,12,icstrtlayer1,d,gr,,3125.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:13_x:3375.00_y:1375.00_zone:1,none,factor,28.565331448062054,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,13,icstrtlayer1,d,gr,,3375.00,1375.00,1
pname:icstrtlayer1_inst:0_ptype:gr_pstyle:d_i:34_j:14_x:3625.00_y:1375.00_zone:1,none,factor,31.17970527826567,15.0,50.0,icstrtlayer1,1.0,0.0,1,34,,0,14,icstrtlayer1,d,gr,,3625.00,1375.00,1
